name,sport,longitude,latitude,opening_hours,contact:phone,website,addr:street,addr:city,addr:housenumber,addr:postcode,addr:country
Pilates Boutique,pilates,11.5757932,48.1579969,,,,Franz-Joseph-Straße,München,46,80801.0,DE
MANOMAYA,yoga,9.8418772,53.6339587,,,https://www.manomaya.de/,Rathausquartier,,9,25469.0,DE
,,7.2809382,50.8266212,,,,,,,,DE
,fitness,11.6835246,52.139434,,,,,,,,DE
,fitness,11.6832421,52.1394301,,,,,,,,DE
,fitness,11.683158,52.1394276,,,,,,,,DE
,fitness,11.6830687,52.1394251,,,,,,,,DE
,fitness,11.6826992,52.1394122,,,,,,,,DE
Fit Star,,11.6458553,48.0993559,24/7,,,Thomas-Dehler-Straße,München,15,81737.0,DE
fitbox,,7.5956521,51.5593109,Mo-Fr 09:00-20:00; PH off,,https://fitbox.de/de/studios/fitbox-dortmund-husen,Husener Straße,Dortmund,50,44319.0,DE
INJOY,fitness,7.4971782,51.4941944,Mo-Su 06:00-22:00,,https://www.injoy-dortmund.de/,Willem-van-Vloten-Straße,Dortmund,44,44263.0,DE
Kettler Studio,,9.1926518,48.7254934,,,,,,,,DE
Das kleine Om,yoga,6.9705127,51.447615,,,https://daskleineom.de,Kölner Straße,Essen,57,45145.0,DE
,fitness,14.5602274,51.0268813,,,,,,,,DE
fitbox,,8.6283885,50.1782637,Mo-Fr 08:00-21:00; Sa 09:00-16:00,,,,,,,DE
Classic Crossfit,,13.3102202,52.4794998,,,https://www.classic-crossfit.de,Mecklenburgische Straße,Berlin,24a,14197.0,DE
Six Pac,fitness,7.5557004,51.4927016,"Mo,Tu,Th,Fr 09:00-20:00; We 14:00-20:00; Sa 10:00-14:00; Su,PH off",,https://sixpac.de/,Köln-Berliner Straße,Dortmund,6,44287.0,DE
,fitness,8.4773002,52.0415074,,,,,,,,DE
,fitness,8.4778428,52.0412561,,,,,,,,DE
,fitness,8.4779539,52.0419231,,,,,,,,DE
Taekwon-do Saarland,taekwondo,6.9985509,49.2400423,,,,,,,,DE
,fitness,10.1113744,49.1475528,,,,,,,,DE
,fitness,10.8966256,54.293285,,,,,,,,DE
,fitness,10.8966071,54.2932286,,,,,,,,DE
,fitness,10.8966078,54.2931684,,,,,,,,DE
,fitness,10.896601,54.293019,,,,,,,,DE
,fitness,10.8965976,54.2929675,,,,,,,,DE
,fitness,10.8965931,54.29291,,,,,,,,DE
,fitness,10.2327473,49.9662077,,,,,,,,DE
Sportstudio Schorn,,10.7953595,50.0966675,,,,,,,,DE
,fitness,6.6698242,51.303567,,,,,,,,DE
Schön-Yoga,yoga,8.8773465,48.7580606,,,https://www.schoen-yoga.de/,Sonnenblumenrain,Weil der Stadt,26,71263.0,DE
Fitbox,,13.4129051,52.5472139,,,,,,,,DE
AS-Sportsclub,fitness,7.0797553,51.0140164,"Mo-Fr 09:00-13:00,14:00-20:00; Sa 14:00-17:00; Su 10:00-13:00",,https://as-sportsclub.de/,Kempener Straße,Bergisch Gladbach,258,51467.0,DE
Power Fit,,11.4195131,49.3592862,"Mo-Th 08:00-10:30,15:30-21:00; Fr 14:00-21:00; Sa 15:00-18:00; Su 08:00-12:00,16:00-18:00",,,,,,,DE
Warias Kosmetik & Yoga,yoga,13.2963353,52.5057198,,,https://wariaskosmetik.de,,,,,DE
Card Fitness,fitness;gymnastics,10.1223441,48.0823019,24/7,,https://www.card-fitness.de/fitness-studio-kirchdorf.php,Gewerbestraße,Kirchdorf an der Iller,1,88457.0,DE
,fitness,9.9906,53.6514901,,,,,,,,DE
,fitness,9.9906049,53.6514837,,,,,,,,DE
,fitness,10.1005981,49.0318334,,,,,,,,DE
Sportatelier Waldau,,7.0948143,50.690306,,,,,,,,DE
Clever fit,fitness,7.1312183,50.548582,"Mo-Fr 06:00-00:00; Sa,Su 09:00-21:00",,https://www.clever-fit.com,Sprengnetter Campus,Bad Neuenahr-Ahrweiler,4,53474.0,DE
Bauchwärts,,8.7723195,51.7280946,,,,Dörener Weg,,72,33100.0,DE
Therapiezentrum Dormagen,,6.8386837,51.0957426,,,https://www.therapiezentrum-dormagen.de/,Florastraße,Dormagen,2,41539.0,DE
Crunch Fit,,13.4787593,52.5268844,Mo-Su 06:00-24:00,,https://crunchfit.de/dein-studio/berlin-lichtenberg/,Weißenseer Weg,Berlin,112,10369.0,DE
,fitness,10.9318915,48.3669445,,,,,,,,DE
,fitness,10.9312969,48.367468,,,,,,,,DE
Kieser Training,,8.6752403,50.1211215,"Mo-Fr 07:00-21:30; PH,Sa,Su 09:00-19:00",496990558760,,,,,,DE
Studio Ananda,pilates,11.4371167,48.264402,,,https://www.studio-ananda.de,Mittermayerstraße,Dachau,48,85221.0,DE
AmperVital,fitness,11.4290133,48.2646322,,,https://www.helios-gesundheit.de/index.php?id=36668,,,,,DE
,fitness,8.5594669,50.1536412,,,,,,,,DE
,fitness,8.562642,50.149946,,,,,,,,DE
Olympia Sports,,7.5849366,50.2311727,,,,,,,,DE
Praxis für bewusstes Sein,yoga,8.7328003,50.4286461,,,,,,,,DE
trainingsraum,,11.6640209,48.0646168,,,,Naupliaallee,Ottobrunn,20,85521.0,DE
Eisi - Gesundheits- und Leistungszentrum,,9.3695089,49.5837093,,,https://eisi-glz.de/,Bettendorfring,,23,,DE
,fitness,9.6816234,53.6184376,,,,,,,,DE
,fitness,9.6815506,53.6183886,,,,,,,,DE
,fitness,9.6815034,53.6182673,,,,,,,,DE
,fitness,13.2521836,53.5687851,,,,,,,,DE
,fitness,13.2522398,53.5689599,,,,,,,,DE
,fitness,13.2522083,53.5689137,,,,,,,,DE
,fitness,13.252189,53.568867,,,,,,,,DE
,fitness,13.2521767,53.5688277,,,,,,,,DE
Zeitinsel,,10.8959696,48.3530923,Mo-Su 07:00-23:00,+49 821 5893030,,Schertlinstraße,Augsburg,23,86159.0,DE
Zeitinsel,,10.8304741,48.2676826,Mo-Su 06:00-22:00,+49 8234 9693887,,Lindauer Straße,Bobingen,1,86399.0,DE
Fit & Fun Sport,,9.1489856,52.4580051,"Mo-Th 09:00-12:00,15:00-21:30, Fr 09:00-21:00, Sa,Su 09:00-14:00",,,Niedersachsenstraße,Rehburg-Loccum,31,31547.0,DE
,fitness,9.5781907,48.9770709,,,,,,,,DE
,fitness,9.5781606,48.97711,,,,,,,,DE
,fitness,9.5781237,48.9770532,,,,,,,,DE
,fitness,9.5780994,48.9770944,,,,,,,,DE
,fitness,9.5781132,48.9771318,,,,,,,,DE
VIMODROM® Jena Lobeda,fitness,11.6208839,50.8838652,Mo-Fr 09:00-19:00,,https://www.vimodrom.de/,Ziegesarstraße,Jena,17,7747.0,DE
VIMODROM® Jena Zentrum,fitness,11.5886875,50.9268757,Mo-Fr 09:00-19:00,,https://www.vimodrom.de/,Löbdergraben,Jena,29,7743.0,DE
VIMODROM® Jena Süd,fitness,11.5706141,50.9213984,Mo-Fr 09:00-19:00,,https://www.vimodrom.de/,Tatzendpromenade,Jena,2a,7745.0,DE
VIMODROM® Hamburg Blankenese,fitness,9.8109856,53.5598565,Mo-Fr 09:00-19:00,,https://www.vimodrom.de/,Blankeneser Bahnhofstraße,Hamburg,14,22587.0,DE
VIMODROM® Langen,fitness,8.6759656,49.98927,Mo-Fr 09:00-19:00,,https://www.vimodrom.de/,Rheinstraße,Langen (Hessen),37 - 39,63225.0,DE
Personal Trainer Dimitri Rutansky,fitness;personal_training;kraftsport;crossfit,9.2072436,48.7816438,Mo-Sa 08:00-20:00,,https://dimitri-rutansky.de/,Fuchseckstraße,Stuttgart,21b,70188.0,DE
Krügerhof,fitness,6.2359558,51.4463873,,,https://krueger-hof.de/,,,,,DE
EMS Lounge,,8.2376221,49.969107,,,,,,,,DE
,fitness,9.481209,54.7961249,24/7,,,,,,,DE
VitalInn,,13.4876781,52.5384092,,,,,,,,DE
MC Shape,fitness,9.386525,47.7209191,Mo-Fr 09:00-21:00; Sa-Su 10:00-14:00,,https://www.mcshape.com/fitnessstudio/markdorf/,Hauptstraße,Markdorf,19/1,88677.0,DE
Kickboxen auf dem Atzelbergplatz,kickboxing,8.7206477,50.1413209,,,,,,,,DE
Athletic Fitness,,9.7752197,48.9863384,,,https://www.athleticfitness-gaildorf.de,Steinbeisstraße,Gaildorf,6,74405.0,DE
EASYFITNESS Misburg,fitness,9.860598,52.3853476,"Mo-Fr 09:00-22:00; Sa,Su 09:00-18:00; PH off",,https://easyfitness.club/studio/misburg,Anderter Straße,Hannover,51,30629.0,DE
Clever fit,,7.6342018,51.9833269,Mo-Fr 06:00-24:00; Sa-Su 08:00-22:00; PH 08:00-22:00,,https://www.clever-fit.com/de/fitnessstudio-in-der-naehe/muenster/,Nevinghoff,Münster,16,48147.0,DE
Laudien,yoga,9.934002,51.5287531,,+49 177 7784527,,Bürgerstraße,Göttingen,46,37073.0,DE
INJOY,,12.1245829,49.3191028,,,,,,,,DE
,,12.7289698,48.9138787,,,,,,,,DE
,fitness,8.8896538,53.1072437,,,,,,,,DE
Amano,yoga,11.5240734,48.0571467,,,https://www.amano-lounge.de/,Kirchplatz,,9a,,DE
Yogawerkstatt Ines Becker,,11.9915269,53.8334626,,,,Vierburgweg,Bützow,23,18246.0,DE
,fitness,12.9127619,48.8207961,,,,,,,,DE
karafit & physio,fitness,8.6654241,49.4058043,,,https://physio-heidelberg.de,,,,,DE
McFit,,8.7691563,50.8068778,,,,Universitätsstraße,Marburg,8,35037.0,DE
Klettergerüst,fitness,7.058775,49.3034075,,,,,,,,DE
Bodyfit Sportequipment,,12.0902717,50.4946773,,+49 3741 2562119,,Schulstraße,Plauen,16,8527.0,DE
VIVA,fitness,8.1117699,53.524692,,,https://www.vivafitness.de/viva-fitness-studios/viva-fitness-wilhelmshaven,,,,,DE
Just Fit 07 Classic,,7.0062138,51.0995574,"Mo-Fr 07:00-22:00; Sa,Su 08:00-20:00",,,Opladener Straße,Leichlingen (Rheinland),2,42799.0,DE
Aktiv und Gesund - Mainz Gonsenheim,,8.214819,50.0100921,Mo-Fr 05:00-23:00; Sa-Su 08:00-18:00; PH off,,https://aktiv-gesund-fitness.de/,An der Krimm,Mainz,21,55124.0,DE
Your Body Your Soul,fitness;yoga,8.6474354,50.0848569,,,,,,,,DE
Ninas Yogakurs,yoga,6.8864576,51.2080286,,,https://www.ninas-yogakurs.de,Birkenweg,Düsseldorf,16,40627.0,DE
Yogastudio Alte Insel,yoga,6.8650455,51.2181459,,,https://www.yogastun.de,Alte Insel,Düsseldorf,6,40627.0,DE
Vibra Fitness Lounge,fitness,13.623723,52.4469431,,,,,,,,DE
,fitness,7.0587666,49.3034606,,,,,,,,DE
Schwahn,,9.7593839,51.5018679,"Mo,We-Fr 08:30-13:00,16:00-21:00; Tu 08:30-21:00; Sa 14:00-18:00; Su 10:00-14:00; PH off",+49 5502 9997717,,Johannes-Jeep-Straße,Dransfeld,16,37127.0,DE
Xsports,fitness,8.3015273,51.8374175,,,,Hauptstraße,Rheda-Wiedenbrück,49-61,33378.0,DE
Netzwerk Körper,,8.7433589,50.1834938,,,,,,,,DE
,fitness,8.2173512,49.1453307,,,,,,,,DE
,fitness,8.2173078,49.1451337,,,,,,,,DE
,fitness,8.2173482,49.1451406,,,,,,,,DE
,fitness,9.0030319,48.6384526,,,,,,,,DE
,fitness,13.3645031,52.5439075,24/7,,,,,,,DE
,fitness,13.3644745,52.5439151,24/7,,,,,,,DE
,,11.0775509,54.2649976,,,,,,,,DE
Fitness Eppstein,,8.3846031,50.1450787,"Mo-Fr 10:00-12:00, 17:00-20:00; Sa 10:00-14:00; PH off",,https://fitness-eppstein.de/,Hauptstraße,Eppstein,29.1,65817.0,DE
,fitness,13.3643774,52.5438499,24/7,,,,,,,DE
,fitness,13.3649016,52.5442167,24/7,,,,,,,DE
,fitness,13.3648819,52.5442054,24/7,,,,,,,DE
,fitness,13.3648647,52.5441955,24/7,,,,,,,DE
Fit & Sun,,8.6386174,53.4635048,,,,,,,,DE
,,6.6496816,51.3806392,,,,,,,,DE
FLEXFIT sports,fitness,10.7222033,53.3785869,Mo 08:00-22:00; Tu 08:00-22:00; We 08:00-22:00; Th 08:00-22:00; Fr 08:00-22:00; Sa 10:00-18:00; Su 10:00-18:00,,https://flexfitboizenburg.com,Schwartower Straße,Boizenburg/Elbe,17,19258.0,DE
My Mind Studio,yoga,10.4061859,53.246636,,,https://www.mymindstudio.de/,Heiligengeiststraße,,33,,DE
WellYou,,9.4284112,54.7906769,"Mo-Fr 06:00-23:00; Sa,Su 08:00-23:00; PH 09:00-21:00",,,,,,,DE
,fitness,7.1543498,49.6940123,,,,,,,,DE
AnniMotion Sports,fitness,13.0937666,52.3667962,,+49 331 23617303,,Johannes-R.-Becher-Straße,Potsdam,65C,14478.0,DE
well you Fitness,,9.7932373,53.6617481,,,,,,,,DE
,fitness,11.5725588,48.1118755,,,,,,,,DE
Stadtsport München,,11.5692866,48.1600469,,,,Tengstraße,München,36,80796.0,DE
Lady Fitness Höxter,fitness,9.3884703,51.7829092,"Mo-Fr 08:00-20:30; Tu,Th 08:00-12:00,15:00-20:30; Sa 11:00-15:00; Su 09:30-13:00",+49 5271 8086,,Zur Lüre,Höxter,27,37671.0,DE
Bananas Fitness Studio,,9.0099418,48.6877475,"Mo,We,Fr 08:00-22:00; Tu,Th 07:00-22:00; Sa,Su 10:00-18:00; PH 10:00-14:00",,https://bananas-fitness.de,Wolfgang-Brumme-Allee,Böblingen,2,,DE
Fit4Life,fitness,10.0133296,51.9632864,Mo-Fr 09:00-21:30; Sa 10:00-17:00; Su 10:00-16:00; PH 09:00-14:00,,https://www.fit4life-lamspringe.de/,Hauptstraße,Lamspringe,72-73,31195.0,DE
INJOY,,8.0507006,52.8431864,Mo-Th 08:00-22:00; Fr 08:00-21:00; Sa 08:00-16:00; Su 08:00-14:00,,https://www.injoy-cloppenburg.de,Emsteker Straße,Cloppenburg,30,49661.0,DE
,fitness,11.5540098,48.1552432,,,,,,,,DE
Fitness-Center Body-Style,,10.7027952,50.6243062,,,https://www.body-style-suhl.de/,Kornbergstraße,Suhl,4,98528.0,DE
,fitness,9.2830533,48.6701341,,,,,,,,DE
,,9.4631582,48.2309386,,,,,,,,DE
,fitness,10.3664007,48.555299,,,,,,,,DE
Mrs.Sporty,,9.9514212,53.6189278,Mo-Su 07:00-21:00,,https://www.mrssporty.de/club/hamburg-niendorf/,,,,,DE
,fitness,9.4630178,48.2328089,,,,,,,,DE
,fitness,9.4630037,48.2329191,,,,,,,,DE
,fitness,9.4629236,48.232962,,,,,,,,DE
,fitness,9.4630182,48.2328735,,,,,,,,DE
Personal Training Sandrina Kreuer,,6.575308,50.9856566,,,,Bahnstraße,Bedburg,18,50181.0,DE
Kundalini Yogazentrum,yoga,11.9763946,51.4942952,"""Wechselnde Kurse""",,https://www.yogazentrum-halle.de/kurse.html,Humboldtstraße,Halle (Saale),14,6114.0,DE
Active Fitness-Club,fitness,11.597067,49.9599641,Mo-Su 06:00-24:00,,https://active-fitnessclub.de/,Dr.-Hans-Frisch-Straße,Bayreuth,7,95448.0,DE
,kickboxing,7.1943678,50.8002623,,,https://www.siegtalfighters.de/,Industriestraße,,43,,DE
Shohin Kampfkunstschule,martial_arts,8.5819272,50.1841428,,,https://kampfkunstschule-shohin.de/,,,,,DE
,fitness,12.3149847,51.3687471,,,,,,,,DE
Feldenkrais & QiGong,yoga,13.3115118,52.5084656,,,https://www.anne-barthelmess.de,,,,,DE
HAPPY MIND YOGA MÜNCHEN,yoga,11.534081,48.1497031,,,https://www.happymindyoga-muenchen.de/,,,,,DE
Corporis&Trainer-Leipzig,fitness,12.4156351,51.3432079,"Mo-Fr 07:00-22:30, Sa 7:00-19:30, So 8:00-19:30",,https://corporis-physical-fitness-program.business.site/,Wurzner Straße,Leipzig,83,4315.0,DE
Trainer Leipzig,,12.4156765,51.3438582,,,https://trainer-leipzig.de/,Wurzner Straße,Leipzig,,4315.0,DE
UNIfit,fitness,9.4841838,51.2971584,"Mo-Fr 08:00-22:00; Sa, Su 10:00-18:00",,https://www.uni-kassel.de/einrichtung/hochschulsport/unifit,Damaschkestraße,,25,,DE
City-Sport Nordholz,,8.6192695,53.7771397,Mo-Fr 09:00-21:00; Sa-Su 10:00-14:00,,,Scharnstedter Weg,Wurster Nordseeküste,2,27639.0,DE
Krav Maga Berlin Headquarters,,13.3274238,52.4585685,,+49 176 459 617 25,,Bergstraße,Berlin,93,12169.0,DE
,fitness,7.1779939,51.560334,,,,,,,,DE
Fitness Unlimited,,13.326358,52.5069366,,,https://www.activ-fitness-deutschland.de/fitness-unlimited/,Uhlandstraße,Berlin,194,10623.0,DE
,fitness,11.6567296,50.0959918,,,,,,,,DE
,fitness,11.6566458,50.0959935,,,,,,,,DE
,fitness,11.6565531,50.095997,,,,,,,,DE
,fitness,11.6568055,50.0959963,,,,,,,,DE
EMS Training fitbox,fitness,6.1374535,51.7905824,,,,,,,,DE
Fit Star,fitness,11.0347502,49.4584464,,,https://www.fit-star.de/,,,,,DE
,fitness,11.882627,50.1006493,,,,,,,,DE
,fitness,11.8825381,50.1005262,,,,,,,,DE
,fitness,11.8825713,50.1005707,,,,,,,,DE
,fitness,11.8825991,50.1006101,,,,,,,,DE
Bodystreet,,13.3160563,52.4538251,,,,,,,,DE
yogibar,yoga,13.4306675,52.5311208,,,,,,,,DE
FitX,fitness,13.5221442,52.4976583,24/7,,https://www.fitx.de/fitnessstudios/berlin-tierpark,Otto-Schmirgal-Straße,Berlin,7,10319.0,DE
Actic Fitness,,9.4632165,52.5153133,,,https://www.balneon.de/balneonentdecken/fitnessstudio,,,,,DE
FITSEVENELEVEN,,8.7655168,50.1040683,Mo-Fr 06:00-23:00; Sa-Su 08:00-22:00,,https://fitseveneleven.de/clubs/fitnessstudio-offenbach-black/,,,,63065.0,DE
Theater des Sports,fitness,6.3436233,51.3354768,,,,,,,,DE
,fitness,10.3650877,53.4881439,,,,,,,,DE
,fitness,8.6223056,51.4551951,,,,,,,,DE
Fitness M-ONE,,9.3167882,49.5106983,Mo-Fr 06:30-00:00; Sa-So 08:00-18:00,,https://fitness-m-one.de/,Albert-Einstein-Straße,Buchen (Odenwald),2,74722.0,DE
fit+,,6.6510542,50.2229562,,,,Sarresdorfer Straße,Gerolstein,43,54568.0,DE
First Sports,,11.6168411,52.1170322,,,,,,,,DE
Robinson Wellfit,,7.173828,50.6717794,,,https://robinson-wellfit-bonn.de/,,,,,DE
LIFEstyle GmbH,fitness,11.0283238,49.417899,,,https://gesundheitsstudio-lifestyle.de/,Steiner Weg,Nürnberg,37,90449.0,DE
,,8.6470529,51.8277816,,,,Am Holtebach,Hövelhof,2,33161.0,DE
NOW-FIT Fitnessstudio Raubling,,12.1192905,47.8052014,"Mo-Fr 09:00-21:00; Sa-Su,PH 09:00-19:00",+49 8035 9579 110,,,,,,DE
Kernfit,personal_training,10.1047142,54.3468409,,,https://www.kern-fit.com/,Olshausenstraße,Kiel,77,24106.0,DE
Inklusive Calisthenics Anlage Vaihingen,fitness,9.102138,48.7242531,,,,,,,,DE
Mc Shape Fitness-Studio,,10.354112,50.9988628,,,,Neue Wiese,Eisenach,1,99817.0,DE
,fitness,13.8299586,52.5495395,,,,,,,,DE
,fitness,10.2886266,47.7193122,,,,,,,,DE
Rheinhaus Gym,,8.4731828,49.2819394,"Mo-Fr 09:00-12:00, 16:30-21:00; Sa,Su 09:00-13:00; PH ""Aushang beachten""",,,Hauptstraße,Oberhausen-Rheinhausen,4,68794.0,DE
Fit & Fight Mainz,,8.2925664,49.9779801,Mo-Th 08:00-22:00; Fr 08:00-20:00; Sa 10:00-18:00; Su 14:00-18:00,,https://www.fitundfight-mainz.de,,,,,DE
Yoga Atelier Halle,yoga,11.9702643,51.4852577,,,https://www.yoga-atelier-halle.de/,Barfüßerstraße,Halle (Saale),14,6108.0,DE
VELIO Gym,,8.3817965,50.5957068,,,https://veliogym.de/,Bahnhofstraße,Ehringshausen,76,35630.0,DE
Bodystreet,,8.7065379,50.128659,Mo-Fr 10:00-19:00; Sa 10:00-14:00,,,,,,,DE
MeTime by CK,yoga,8.6360056,49.9452768,,,https://metime-by-ck.de/,Südliche Ringstraße,Erzhausen,14b,64390.0,DE
,fitness,11.974214,48.0360052,,,,,,,,DE
,fitness,11.1062502,49.4628141,,,,,,,,DE
nexxtfitness Club,,10.1314843,50.6577055,,+49 36966 839791,,Im Tiefen Lande,Dermbach,1,36466.0,DE
Strahlkraft. Yoga & Transformation,yoga,7.2280021,51.4701924,,,https://strahlkraft-studios.de,Querenburger Straße,Bochum,24a,44789.0,DE
Medicon Sport u. Gesundheitscenter,multi,7.4974168,50.4439337,"Mo, We, Fr 09:00-23:00; Tu,Th 07:00-23:00; Sa,Su 10:00-18:00",,https://medicon-fitness.de/neuwied/,Carl-Borgward-Straße,Neuwied,21,56566.0,DE
,fitness,10.4729088,50.3002753,,,,,,,,DE
,fitness,10.4730345,50.3002795,,,,,,,,DE
,fitness,10.4730689,50.3001967,,,,,,,,DE
,fitness,10.4730001,50.3001274,,,,,,,,DE
,fitness,10.4728877,50.3001435,,,,,,,,DE
,fitness,10.4728387,50.3002246,,,,,,,,DE
Workout by Giusi,,6.9227815,49.2316429,,,,,,,,DE
Slackline,fitness,9.2446226,52.9762682,,,,,,,,DE
,fitness,9.2364843,48.5926009,24/7,,,,,,,DE
Nonaro,yoga,12.4654607,54.0281858,,,,,,,,DE
Fitness Level,,8.9159155,50.1347441,"Mo-Fr 06:00-24:00; Sa,Su,PH 09:00-21:00",,https://fitness-level.com/,,,,,DE
,fitness,13.4005999,48.8541383,,,,,,,,DE
,fitness,13.4005927,48.8541865,,,,,,,,DE
,fitness,13.400595,48.8542372,,,,,,,,DE
,fitness,8.6069238,49.0122417,,,,,,,,DE
,fitness,8.6070296,49.0122192,,,,,,,,DE
fit & fun Gesundheitszentrum,,10.5682866,49.2991798,Mo-Fr 09:00-20:00,,https://www.fitan.de/,,,,,DE
,fitness,6.7487511,49.8179877,,,,,,,,DE
,fitness,8.7504701,50.373467,,,,,,,,DE
Terra Sports,,6.7612885,51.4325766,,,,,,,,DE
Elements,fitness,11.5369454,48.1432943,Mo-Fr 06:00-23:00; Sa-Su 09:00-22:00,,https://www.elements.com/donnersbergerbruecke/fitnessstudio-neuhausen/,,,,,DE
,fitness,6.6935726,51.172525,,,,,,,,DE
,fitness,6.6936316,51.1725064,,,,,,,,DE
,fitness,6.6937425,51.1724728,,,,,,,,DE
,fitness,6.6936909,51.1724883,,,,,,,,DE
CrossFit eo - Kaiser & Petrik GbR,,11.6277707,48.1408692,,,https://crossfit-eo.de/,Weltenburger Straße,München,6b,81677.0,DE
FitSevenEleven,,8.6233591,50.2206801,,,,,,,,DE
Kraftwerk20,,10.9196172,49.8790673,Mo-Fr 10:00-19:00; Sa 10:00-15:00,,,Forchheimer Straße,Bamberg,15,96050.0,DE
,fitness,8.5262183,52.0020041,,,,,,,,DE
,fitness,8.9379653,48.473994,,,,,,,,DE
,fitness,8.9379989,48.4740847,,,,,,,,DE
Positiv Fitness Hallbergmoos GmbH,,11.7331422,48.3336438,,,https://www.positiv-fitness.de/club-standorte/hallbergmoos,Lindberghstraße,Hallbergmoos,7a,85399.0,DE
FitX,,13.3646654,52.4781146,24/7,,https://www.fitx.de/fitnessstudios/berlin-suedkreuz,Wilhelm-Kabus-Straße,Berlin,77,10829.0,DE
,fitness,7.6620869,50.9886105,,,,,,,,DE
On Fitness,,7.2790219,51.6384332,Mo-Fr 08:00-22:00; Sa-So 08:00-20:00,,https://onfitness-oe.de/,Auguststraße,Oer-Erkenschwick,3,45739.0,DE
Krafttankstelle,fitness,13.8384198,52.5394145,"PH,Mo-Su 07:30-21:00",,,,,,,DE
SRS Sport- und RückenSchule,,10.2295516,53.5465853,,,,Biedenkamp,Glinde,3 F,21509.0,DE
,fitness,10.9228743,49.6595462,,,,,,,,DE
Prachtvoll Yoga,yoga,7.1973501,51.6126173,,,https://prachtvoll-yoga.de/,Breite Straße,Recklinghausen,17,45657.0,DE
LEXFIT,,10.8309365,48.1719775,,,https://lex-fit.com/untermeitingen,Lagerlechfelder Straße,Untermeitingen,30,86836.0,DE
,fitness,7.9875113,49.0991245,,,,,,,,DE
,fitness,7.9875558,49.0991,,,,,,,,DE
,fitness,7.9874294,49.0991495,,,,,,,,DE
,fitness,10.1383757,54.3562739,,,,,,,,DE
,fitness,10.1383583,54.3562215,,,,,,,,DE
,fitness,10.1383301,54.3561645,,,,,,,,DE
,fitness,10.1381867,54.3562856,,,,,,,,DE
,fitness,10.1380432,54.3562966,,,,,,,,DE
,fitness,9.2874693,48.5416156,,,,,,,,DE
Clever fit,,7.5528512,52.1568535,,,,,,,,DE
EASYFITNESS Burg,,11.8575745,52.2657912,"Mo-Fr 08:00-21:00; Sa,Su 10:00-16:00",+49 3921 4178559,,Conrad-Tack-Ring,Burg,32,39288.0,DE
Juka Dojo sportcenter,,9.848063,53.5566021,"Mo,Th 07:00-21:00; Tu,We,Fr 08:30-21:00; Sa 10:00-15:30",,,,,,,DE
Gym-Tittmoning,,12.767355,48.0620256,,,,,,,,DE
Sportstudio,,13.5585447,52.5305105,,,,,,,,DE
Vitadrom,,9.8414808,52.9920023,,,https://www.vitadrom.net/,Mühlenweg,Soltau,17,29614.0,DE
Youga,gymnastics,8.6346155,49.8720649,,,https://www.youga.de,,,,,DE
Yogazeit,yoga,8.6593717,49.474362,,,,,,,,DE
Redfit Westerstede,,7.9387192,53.2662341,,,,,,,,DE
Clever fit,,7.8310921,50.4494637,Mo-Fr 06:00-24:00; Sa-Su 09:00-21:00,,,Rudolf-Diesel-Straße,Montabaur,1,56410.0,DE
,fitness,8.6827959,50.0191285,,,,,,,,DE
,yoga,10.9051807,49.8911011,,+49 951 47485,,,,,,DE
,fitness,12.3830582,51.3044784,,,,,,,,DE
BODY GYM,,11.8603902,52.2689481,,+49 3921 2218,,Kapellenstraße,Burg,38,39288.0,DE
,fitness,6.8787893,51.1558206,,,,,,,,DE
,fitness,10.9928311,49.6396421,,,,,,,,DE
Yoga mit Stephan Evers,yoga,12.7139157,52.4033816,Mo-Fr 09:00-17:00,,https://yoga.stephanevers.de,Göhlsdorfer Straße,Groß Kreutz (Havel),45 A,14550.0,DE
Wellcome Gesundheit Fitness Figur,,13.0018497,48.2593067,"Mo-Fr 06:00-22:00; PH,Sa,Su 07:00-20:00",,,,,,,DE
Learn2Fight,self_defence,11.0830117,49.4289202,,,https://learn2fight.de/trainingsorte/l2f-nuernberg/,,,,,DE
,fitness,11.5773988,50.9376665,,,,,,,,DE
,fitness,9.4929779,49.8698479,,,,,,,,DE
M4Fitness,fitness,8.3634872,51.6719588,"Mo-Th 08:00-22:00,Fr 08:00-21:00; Sa,Su,PH 10:00-16:00 || 24/7 ""Außerhalb der Betreuungszeit nur mit Zutrittsfreischaltung""",+49 2941 2745919,,Rixbecker Straße,Lippstadt,124,59557.0,DE
,fitness,7.9126324,51.8702553,,,,,,,,DE
,fitness,7.9126007,51.8701764,,,,,,,,DE
,fitness,13.1412141,50.6480943,,,,,,,,DE
Ulrich-Schatz-Sportzentrum,fitness,9.5404025,48.8140577,Mo-Fr 07:00-22:00; Sa-Su 09:00-18:00,,https://sg-schorndorf.de,Richard-Kapphan-Straße,Schorndorf,39,73614.0,DE
Evonik Gym,,7.0962592,51.6763994,"Mo-Fr 06:00-21:30; Sa,Su,PH 09:00-18:00",,https://www.city.fitness/studios/marl,Paul-Baumann-Straße,,1,45772.0,DE
Yogaschule Petersen,yoga,13.3367913,52.5218757,,,http://www.yogaschule-petersen.de/,Dortmunder Straße,Berlin,6,10555.0,DE
