name,sport,longitude,latitude,opening_hours,contact:phone,website,addr:street,addr:city,addr:housenumber,addr:postcode,addr:country,processed
Fitness Lounge,,8.8654892,52.273145,,,https://fitnesslounge-minden.de/,Lübbecker Straße,Minden,200,32429.0,DE,True
Yoga Klang Massage - Nicole Berzel,yoga,8.1270656,49.281574,,,http://www.nicole-berzel.de/,Weinstraße,Edenkoben,79,67480.0,DE,True
Clever fit,fitness,8.0458888,50.4464885,,,,Fürst-Alexander-Straße,Hadamar,,65589.0,DE,True
Dehnung,fitness,8.417555,49.0039672,,,,Esplanade,Karlsruhe,,76131.0,DE,True
Ausdauer,fitness,8.4175201,49.0039754,,,,Esplanade,Karlsruhe,,76131.0,DE,True
Kraft – Kniebeugen,fitness,8.4167048,49.0041666,,,,Esplanade,Karlsruhe,,76131.0,DE,True
Kraft – Stepper,fitness,8.4158532,49.004368,,,,Esplanade,Karlsruhe,,76131.0,DE,True
Kraft – Rückenstrecker,fitness,8.4156936,49.0043355,,,,Esplanade,Karlsruhe,,76131.0,DE,True
Kraft – Liegestütze,fitness,8.4154227,49.0044023,,,,Henriette-Obermüller-Straße,Karlsruhe,,76131.0,DE,True
Koordination,fitness,8.415699,49.0040029,,,,Klara-Siebert-Straße,Karlsruhe,,76137.0,DE,True
Erwärmung/Mobilisation,fitness,8.4154093,49.0040839,,,,Klara-Siebert-Straße,Karlsruhe,,76137.0,DE,True
Yogaraum Westerland,yoga,8.3014344,54.9074973,"""geöffnet zu Kurszeiten; Anmeldung erforderlich""",+49 178 5074661,,Friedrichstraße,Sylt,33,25980.0,DE,True
,fitness,12.0131572,47.8589057,,,,Promenadenweg,Bad Aibling,,83043.0,DE,True
Polestarz,pole_dance,11.3603568,48.1300395,,,https://polestarz.de/,Obere Bahnhofstraße,Germering,,82110.0,DE,True
American Fitness,fitness,13.4241071,52.4880071,"Mo-Fr 07:00-23:00; Sa, Su 08:00-22:00; PH 10:00-20:00",,http://american-fitness.org/berlin,Hermannplatz,Berlin,10,10967.0,DE,True
AROfit,,9.0100597,51.3757541,"Mo,We 08:00-21:00; Tu,Th 09:00-21:00; Fr 08:00-20:00; Sa,Su 10:00-16:00",+49 5691 624 5470,,Schlesienstraße,Bad Arolsen,23,34454.0,DE,True
KRAFTwerk,fitness,14.0764673,51.0466499,,,https://www.physiotherapie-stolpen.de/,Pirnaer Landstraße,Stolpen,1A,1833.0,DE,True
BeFit Bodybuilding,,12.47022,47.7783736,,,,Bahnhofstraße,Grassau,110,83224.0,DE,True
Alexabodywork,,11.1157675,49.4528252,,,,Ostendstraße,Nürnberg,82b,90482.0,DE,True
Körperwerkstatt,,8.9002079,49.2381191,"Mo-Th 08:00-21:00, Fr 8:00-17:00, Sa 10:00-14:00",,https://www.therapiezentrum-sinsheim.de/koerperwerkstatt,Eberhard-Layher-Straße,Sinsheim,7,74889.0,DE,True
fit+ Waldbronn,,8.4705662,48.9298958,"Mo-Su,PH 06:00-23:00",,,Marktplatz,Waldbronn,,76337.0,DE,True
,fitness,7.189109,51.6033815,,,,Auf den Flachsbeckwiesen,Recklinghausen,,45659.0,DE,True
,fitness,7.1888454,51.6032727,,,,Auf den Flachsbeckwiesen,Recklinghausen,,45659.0,DE,True
,fitness,7.1889106,51.6032837,,,,Auf den Flachsbeckwiesen,Recklinghausen,,45659.0,DE,True
,fitness,7.1888659,51.6033112,,,,Auf den Flachsbeckwiesen,Recklinghausen,,45659.0,DE,True
,fitness,8.6276751,50.1103543,,,,Straße der Nationen,Frankfurt am Main,,60486.0,DE,True
,fitness,10.2244545,50.3138788,,,,Luitpoldaue,Bad Neustadt an der Saale,,97616.0,DE,True
REHA am Stadtpark,,10.9864931,49.4794839,,,,Marktplatz,Fürth,,90762.0,DE,True
FIT/ONE,fitness,8.0399612,52.8455668,"Mo-Su 06:00-24:00; PH 06:00-24:00 ""Abweichungen an Feiertagen möglich""",+49 4471 9587070,,Lange Straße,Cloppenburg,26-30,49661.0,DE,True
Kindersport Sven Bora,krav_maga,13.4361377,52.5336363,,,,Dietrich-Bonhoeffer-Straße,Berlin,17a,10407.0,DE,True
yogi,yoga,13.4361912,52.5336164,,,,Dietrich-Bonhoeffer-Straße,Berlin,17a,10407.0,DE,True
Speedfitness Bad Aibling,fitness,12.0074022,47.8651601,"Mo-Fr 07:00-23:00; PH,Sa,Su 09:00-22:00",,https://speedfitness-badaibling.de,Münchner Straße,Bad Aibling,22,83043.0,DE,True
TRU Fitness,,10.0450238,53.5878385,"Mo-Fr 06:30-23:00; Sa,Su 09:00-21:00",,https://trufitness.de/,Krüsistraße,Hamburg,7,22305.0,DE,True
Clever fit,,11.2432268,48.1868323,"Mo-Fr 06:00-23:00; Sa,Su 08:00-21:00",,https://www.clever-fit.com/de/fitnessstudio/fuerstenfeldbruck/,Starenweg,Fürstenfeldbruck,,82256.0,DE,True
Bewegungsparcour Schlierbach,fitness,9.5156213,48.6724241,,,,Jubiläumsweg 2017,Schlierbach,,73278.0,DE,True
Mrs. Sporty,fitness,10.9832577,48.355355,,,https://www.mrssporty.de/club/friedberg-in-bayern/,Ludwigstraße,Friedberg,40,86316.0,DE,True
Fitnessfabrik Tornesch,,9.7290882,53.70339,,,,Ahrenloher Straße,Tornesch,97,25436.0,DE,True
Top-Fit,,10.1599144,48.67643,,,,Friedrich-Ebert-Straße,Heidenheim an der Brenz,25,89522.0,DE,True
,fitness,9.1435882,53.1101185,,,,Alter Weg,Ottersberg,,28870.0,DE,True
Fitness First,,7.3546847,49.226615,"Mo-Fr 06:00-24:00; Sa,Su 09:00-20:00",,,Etzelweg,Zweibrücken,,66482.0,DE,True
Acedo Spa,,13.2713656,54.0865831,,+49 3834 511 170,,Dorfstraße,Levenhagen,19,17498.0,DE,True
Trimm-Dich-Pfad,fitness,8.4855531,49.4859387,,,,Kolpingstraße,Mannheim,,68165.0,DE,True
Yogatraum Pulheim,yoga,6.8008498,50.9980452,,+49 2238 4783544,,Pützgasse,Pulheim,,50259.0,DE,True
Namalia Yoga & Das Tanzatelier,yoga;dance,6.9875221,50.8179114,,+49 162 1727478,,Kronenweg,Wesseling,11,50389.0,DE,True
Die Fitness Insel,fitness,9.984953,53.5104085,"Mo-Fr 08:00-22:00; Sa,Su 10:00-18:00",,https://die-fitness-insel.hamburg/,Neuhöfer Straße,Hamburg,23,21107.0,DE,True
Rosi-Yoga,yoga,6.7865474,50.6625391,,+49 2251 129656,,Kirchwall,Euskirchen,14a,53879.0,DE,True
,fitness,9.4157862,48.6912587,,,,Kirchheimer Straße,Wernau (Neckar),,73249.0,DE,True
,fitness,9.415209,48.6922556,,,,Kirchheimer Straße,Wernau (Neckar),,73249.0,DE,True
yogaraum Am Richardplatz,yoga,13.4467666,52.4758032,,,,Hertzbergstraße,Berlin,27,12055.0,DE,True
Mediana,,12.1658984,47.8638405,,,https://www.mediana-zentrum.de,Haidenholzstraße,Stephanskirchen,2,83071.0,DE,True
EMS-Lounge,,9.1441323,49.8393305,"Mo-Fr 09:00-13:00,15:00-20:00",,https://www.ems-lounge.de/de/standorte/obernburg-am-wendelinusplatz,Dr.-Zöller-Straße,Obernburg am Main,2,63785.0,DE,True
,fitness,14.1951259,53.939641,,,,Promenade,Ahlbeck,,17419.0,DE,True
Pura Vita Emden,fitness,7.1917458,53.3697407,,,http://puravita-emden.de,Gotenstraße,Emden,4,26723.0,DE,True
FitVital,fitness,10.7576806,53.8383281,,+49 38821 670772,,Hauptstraße,Herrnburg,104,23923.0,DE,True
Adhuna Veda Hamburg,yoga,10.1187564,53.6069831,,,https://www.adhuna-veda.de,August-Krogmann-Straße,Hamburg,2b,22159.0,DE,True
,fitness,7.8576256,48.1106235,,,,Ernst-Barlach-Straße,Emmendingen,,79312.0,DE,True
,fitness,7.857644,48.1106691,,,,Ernst-Barlach-Straße,Emmendingen,,79312.0,DE,True
,fitness,14.1718604,50.9167801,,,,Ostrauer Ring,Bad Schandau,,1814.0,DE,True
Halle 22,fitness,6.5324937,51.266876,Mo-Fr 06:30-22:30; Sa-Su 09:00-19:00,,https://halle22.de/,Schmelzerstraße,Willich,,47877.0,DE,True
Fit im Freien,,8.5355629,52.0455823,,+49 179 8004186,,Hohes Feld,Bielefeld,9,33611.0,DE,True
Mrs. Sporty,,13.3746045,52.5954367,,,,Hauptstraße,Berlin,101B,13158.0,DE,True
FitX,,8.5013191,50.5628033,24/7,,https://www.fitx.de/fitnessstudios/wetzlar-neustadt,Eduard-Kaiser-Straße,Wetzlar,,35576.0,DE,True
X-pack,fitness,12.3451884,47.847222,24/7,,https://xpack-fitness.de/prien/,Am Mühlbach,Prien am Chiemsee,6,83209.0,DE,True
Fitness Level,fitness,8.3946626,49.9836058,,,,Wormser Straße,Rüsselsheim am Main,12,65428.0,DE,True
,fitness,10.2145311,50.3207149,,,,Wilhelm-Uhlig-Weg,Bad Neustadt an der Saale,,97616.0,DE,True
Vitalis,,13.019648,51.0736595,,,,Andreas-Hecht-Straße,Waldheim,,4736.0,DE,True
TSX Sportsclub,,13.4668695,52.50798,,,,Boxhagener Straße,Berlin,,10245.0,DE,True
,fitness,11.3698523,53.9344043,,,,Strandstraße,Zierow,,23968.0,DE,True
FitSevenEleven Women,,8.2444055,50.0831712,"Mo-Fr 06:00-23:00; PH,Sa,Su 08:00-22:00",,,Wilhelmstraße,Wiesbaden,,65183.0,DE,True
LADYFITNESSKETTE,,9.1839464,48.8925449,,,,Pflugfelder Straße,Ludwigsburg,,71636.0,DE,True
TriYoga,,8.2164162,49.9990019,,,https://www.triyoga-mainz.de/,Am Leichborn,Mainz,18,55124.0,DE,True
Formwandler,,13.4223608,52.5439907,Mo-Fr 08:00-21:00; Sa-Su 10:00-15:00; PH off,+49 30 43200911,,Dunckerstraße,Berlin,21,10437.0,DE,True
Yoga Concept,yoga,10.9899201,48.3803197,,,https://www.yogaaugsburgfriedberg.de,Radegundisstraße,Friedberg,1,86316.0,DE,True
FitX,,8.5669622,52.0396019,,,https://www.fitx.de/fitnessstudios/bielefeld-mitte,Herforder Straße,Bielefeld,271,33609.0,DE,True
Yoga Surya,yoga,8.3202658,49.2225068,,,https://www.yogasurya-holzmuehle.de,L 538,Westheim (Pfalz),,67368.0,DE,True
Gesundheits-Trainings-Zentrum (GTZ),fitness,8.7748537,51.7042208,"Mo-Fr 7:00-11:00, 13:00-22:00; Sa 13:00-18:00; Su 15:00-20:00; PH off",,https://www.uni-paderborn.de/universitaet/hochschulsport/gtz/,Harsewinkelweg,Paderborn,4,33100.0,DE,True
Via Pilates,pilates,13.419718,52.5416201,"""nach telefonischer Vereinbarung""",+49 30 30368487,,Dunckerstraße,Berlin,84,10437.0,DE,True
House of Healing,yoga,13.4228163,52.5450586,"Fr,Sa 12:00-19:00; Mo,We 13:00-19:00; Tu 13:00-18:00; Th 12:00-17:00",,https://houseofhealingberlin.com,Dunckerstraße,Berlin,70,10437.0,DE,True
YogaCircle,yoga,13.4207853,52.5445551,,+49 30 44718418,,Schliemannstraße,Berlin,22,10437.0,DE,True
Kraftwerk,fitness,9.1334104,50.2043376,Mo-Sa 09:00-23:00; Su 10:00-20:00; PH 10:00-16:00,,https://fitnessanlage-kraftwerk.de,Zum Eckhardsgraben,Lieblos,4,63584.0,DE,True
Sportpark Fit & Fun,,12.2273427,48.0491055,,,,Alkorstraße,Wasserburg am Inn,10,83512.0,DE,True
Clever fit,fitness,8.7467144,50.2090039,"Mo-Fr 06:00-24:00; Sa,Su 09:00-21:00; PH off",,https://www.clever-fit.com/de-de/fitnessstudio-in-der-naehe/clever-fit-bad-vilbel/,Industriestraße,Dortelweil,8,61118.0,DE,True
Prima Klima,,12.1316928,50.4906383,,,,Dürerstraße,Plauen,14,8527.0,DE,True
,fitness,6.9998705,51.6693402,,,,Ellerbruchstraße,Dorsten,,46284.0,DE,True
beneFit,,8.1703685,53.159193,"Mo-Fr 07:00-23:00; PH,Sa,Su 08:00-20:00",,https://www.benefit-fitness.de/studio/oldenburg-wechloy/,Posthalterweg,Oldenburg,4f,26129.0,DE,True
fit & feminin,,13.7153681,52.4313095,,,,Fürstenwalder Allee,Berlin,318,12589.0,DE,True
,fitness,13.364437,52.5438902,24/7,,,Müllerstraße,Berlin,,13347.0,DE,True
Studio 4 - Fitness,fitness,10.3644937,50.8945416,,,,Wiesenstraße,Ruhla,,99842.0,DE,True
My Sports,,13.4235503,52.5395343,"Mo-We 08:00-14:00,16:00-20:30; Th 08:00-14:00,16:00-20:00; Fr 08:00-20:00; Sa 10:00-15:00",,,Danziger Straße,Berlin,69,10435.0,DE,True
Clever fit,fitness,11.6834235,48.1491143,,,https://www.clever-fit.com/de/fitnessstudio/aschheim/,Karl-Hammerschmidt-Straße,Aschheim,32,85609.0,DE,True
Fantastic Lady Fitness,fitness,11.653993,48.2514551,,,https://www.mirjana.de/,Freisinger Landstraße,Garching bei München,14,85748.0,DE,True
Joachim Bär Yoga und Coaching,yoga,8.0328046,48.6040914,,,https://yoga-akademie-baden.de,Im Katzenfeld,Achern,6,77855.0,DE,True
Sportstudio Zarbo,,8.0644496,48.637208,,,https://www.sportstudio-zarbo.de/,Neulandstraße,Achern (Kernstadt),16,77855.0,DE,True
Medift,,9.2722292,51.1339711,,,http://www.medifit-fritzlar.de/,Allee,Fritzlar,6a,34560.0,DE,True
,fitness,9.8154053,53.4699798,,,,Cuxhavener Straße,Hamburg,,21149.0,DE,True
,fitness,6.9883676,51.6698876,,,,Zechenbahntrasse Dorsten-Hervest,Dorsten,,46284.0,DE,True
Kraftwerk,,8.6158638,50.1483843,,,,Heerstraße,Frankfurt am Main,54,60488.0,DE,True
Fit & Fun Anja Widetzki,,7.8891352,54.184912,,+494725800707,,Nord-Ost-Bohlwerk,Helgoland,,27498.0,DE,True
Project Barnim by Fitnesspoint1,,13.7271132,52.8486237,,+49 3334 306 33 3,,Altenhofer Straße,Eberswalde,13a,16227.0,DE,True
,fitness,13.3795261,52.5609451,,,,Soldiner Straße,Berlin,,13359.0,DE,True
,fitness,13.3794737,52.5609551,,,,Soldiner Straße,Berlin,,13359.0,DE,True
,fitness,13.3794202,52.5609734,,,,Soldiner Straße,Berlin,,13359.0,DE,True
Fitness First,,9.1382826,48.9422139,"Mo-Fr 06:00-24:00; Sa,Su 09:00-20:00",+49 7142 915 8531,,Asperger Straße,Bietigheim-Bissingen,1,74321.0,DE,True
Fitness,fitness,9.3878369,48.5129533,,,,Etzenbergweg,Hülben,,72584.0,DE,True
Armkreisen,fitness,8.8856401,49.0813421,,,,K 3509,Sulzfeld,,75056.0,DE,True
,fitness,8.8828057,49.0817159,,,,Trimm Dich Pfad,Sulzfeld,,75056.0,DE,True
,fitness,8.8817972,49.0815789,,,,Trimm Dich Pfad,Sulzfeld,,75056.0,DE,True
,fitness,8.8800108,49.0815806,,,,Trimm Dich Pfad,Sulzfeld,,75056.0,DE,True
,fitness,8.8773628,49.0808401,,,,Trimm Dich Pfad,Sulzfeld,,75056.0,DE,True
Fit4you,,9.3334431,49.5307742,,,https://www.fit4you-fitness.de/buchen,Walldürner Straße,Buchen-Stadt,,74722.0,DE,True
Oase Bochum GmbH,fitness;squash;swimming;cycling;dance;badminton,7.2541684,51.5027014,"Mo,Fr 07:30-22:00; Tu-Th 06:30-22:00; Sa,Su 07:30-20:00; PH 07:30-20:00",,https://www.oase-bochum.de/,Harpener Feld,Bochum,35,44805.0,DE,True
,fitness,9.2755537,49.8022482,,,,Panoramaweg,Mönchberg,,63933.0,DE,True
,fitness,9.2777029,49.801695,,,,Panoramaweg,Mönchberg,,63933.0,DE,True
,fitness,9.279472,49.7983473,,,,Märchenpfad,Mönchberg,,63933.0,DE,True
Vita Parcours 11 Senken rückwärts und Haben,fitness,11.2262985,49.3467549,,,,Felsenweg,Schwarzenbruck,,90592.0,DE,True
FIT STAR,,11.5817591,49.9506997,24/7,,,Markgrafenallee,Bayreuth,3,95448.0,DE,True
Praxis für Krankengymnastik,gymnastics,8.3578733,50.5501962,"""Termine nach Vereinbarung""",,https://krankengymnastik-leun.de,Junkernhof,Leun,2,35638.0,DE,True
"fitbox, die Fitness Revolution",,6.556526,51.3328791,"Mo-Fr 10:00-12:00, 15:00-19:00; Sa 12:00-15:00; Su off; PH off",,https://fitbox.de,Sankt-Anton-Straße,Krefeld,107,47798.0,DE,True
Yoga Room Cologne,yoga,6.9485327,50.959913,,,https://yogaroom.cologne,Sechzigstraße,Köln,,50733.0,DE,True
Kraftwerk,,12.9862754,47.8469558,Mo-Fr 7:00-21:00,,https://www.kraftwerk-ems.com,Laufener Straße,Freilassing,52,83395.0,DE,True
YOGAmoment Penzberg,yoga,11.3776571,47.7525796,,,https://www.yogamoment-penzberg.de,Bahnhofstraße,Penzberg,36,82377.0,DE,True
,fitness,11.9393361,50.2635825,,,,Fabrikstraße,Oberkotzau,,95145.0,DE,True
Hayat Frauenfitness,,6.8975685,50.9568075,"Mo-Fr 09:00-22:00; Sa, Su 11:00-18:00",,http://www.hayat-frauenfitness.de/,Wilhelm-Mauser-Straße,Köln,,50827.0,DE,True
Clever fit,,12.1495257,54.1162155,"Mo-Fr 06:00-24:00, Sa,Su 09:00-21:00",,https://www.clever-fit.com/de/fitnessstudio/rostock-ost/,Albert-Schweitzer-Straße,Rostock,48,18147.0,DE,True
Schwitzkasten Fitness-Studio,multi,8.3703589,50.543238,"Tu,Th 15:00-21:30; Mo,We,Fr 09:30-21:30; Sa 14:00-18:00; Su 10:00-13:00",,https://fitness-emotions.de/,Siemensstraße,Leun,19-21,35638.0,DE,True
,fitness,7.0316197,50.9290097,,,,Albert-Zims-Weg,Köln,,51107.0,DE,True
,fitness,7.6280083,52.0897258,,,,Zimmermannstraße,Greven,,48268.0,DE,True
,fitness,9.9337513,53.5740877,,,,Holstenkamp,Hamburg,,22525.0,DE,True
,fitness,11.6434525,48.1645469,,,,Freischützstraße,München,,81927.0,DE,True
Clever fit,fitness,9.1590075,53.6865014,,,,Am Zentrum,Hemmoor,4,21745.0,DE,True
Yadajeena OHG,yoga,8.3301544,49.9210288,"""Nach Vereinbarung""",,https://www.yadajeena.de,Mainzer Straße,Nackenheim,147,55299.0,DE,True
Body Street,,8.0693306,48.6286253,,,https://www.bodystreet.com/de/standorte/deutschland/bodystreet-achern/,Kapellenstraße,Achern (Kernstadt),1,77855.0,DE,True
Fitness Stüffje,,6.8790668,50.240205,Mo-Su 06:00-23:00,,,Strümpelsweg,Sarmersbach,2,54552.0,DE,True
Yoga bliss & Pilates,,8.7042457,49.4094405,,,https://www.pilatesundpoweryoga.de,Plöck,Heidelberg,,69117.0,DE,True
fit+ Kissing,,10.9661679,48.3052128,,,https://kissing.fitplus-club.de/,Sankt-Bernhard-Straße,Kissing,1,86438.0,DE,True
Seniorenfitness-Anlage Kurpark,fitness,9.697209,52.8666923,,,,Dittmer Brücke,Bad Fallingbostel,,29683.0,DE,True
WingTsun Schule,WingTsun,8.4177219,49.3201825,,,https://wingtsun-schule-frankzindler.de,Sophie-de-la-Roche-Straße,Speyer,8,67346.0,DE,True
Power & Wellness S. Förster,,6.8604183,50.6358322,,+49 2255 9456380,,Laachgasse,Euskirchen,15,53881.0,DE,True
,fitness,11.3104241,48.166992,,,,Wyschgorodweg,Eichenau,,82223.0,DE,True
Yogaseiten,yoga,9.7475372,52.3848465,,,https://www.yogaseiten.de/,Lister Meile,Hannover,48a,30161.0,DE,True
,fitness,10.9543318,49.5944526,,,,Dompropststraße,Erlangen,,91056.0,DE,True
,fitness,10.9543406,49.5944263,,,,Dompropststraße,Erlangen,,91056.0,DE,True
,fitness,10.9545322,49.5944119,,,,Dompropststraße,Erlangen,,91056.0,DE,True
,fitness,10.9544438,49.5943606,,,,Dompropststraße,Erlangen,,91056.0,DE,True
,fitness,10.9544981,49.5943683,,,,Dompropststraße,Erlangen,,91056.0,DE,True
,fitness,10.954546,49.5943748,,,,Dompropststraße,Erlangen,,91056.0,DE,True
,fitness,10.9542987,49.5943762,,,,Dompropststraße,Erlangen,,91056.0,DE,True
,fitness,10.9543055,49.5943545,,,,Dompropststraße,Erlangen,,91056.0,DE,True
,fitness,10.954284,49.5944448,,,,Dompropststraße,Erlangen,,91056.0,DE,True
,fitness,10.9542907,49.59442,,,,Dompropststraße,Erlangen,,91056.0,DE,True
,fitness,10.9547137,49.5944147,,,,Dompropststraße,Erlangen,,91056.0,DE,True
,fitness,10.9547711,49.5944452,,,,Dompropststraße,Erlangen,,91056.0,DE,True
,fitness,10.9547441,49.5944739,,,,Dompropststraße,Erlangen,,91056.0,DE,True
Clever fit,,8.85909,51.2811014,,,,Am Mühlengraben,Korbach,2,34497.0,DE,True
,fitness,11.055098,49.7189998,,,,Karolingerstraße,Forchheim,,91301.0,DE,True
,fitness,11.0566795,49.7218969,,,,Krottental,Forchheim,,91301.0,DE,True
,fitness,11.0575579,49.7230178,,,,Von-Brun-Straße,Forchheim,,91301.0,DE,True
Perfect Body,,13.809272,51.0495603,"Mo,We-Fr 08:00-21:30; Tu 08:00-14:00,16:00-21:30; Sa 09:00-15:00",,,Reinhold-Becker-Straße,Dresden,6a,1277.0,DE,True
,fitness,10.3253453,48.5489824,,,,Am Gänseck,Bächingen an der Brenz,,89431.0,DE,True
Rumpfkreisen,fitness,11.04496,49.747866,,,,Zur Staustufe,Forchheim,,91301.0,DE,True
Reck,fitness,11.0444594,49.7482975,,,,Zur Staustufe,Forchheim,,91301.0,DE,True
Seitsprung,fitness,11.0441718,49.7475109,,,,Zur Staustufe,Forchheim,,91301.0,DE,True
Hatha Yoga,yoga,11.1058233,49.4720779,,,https://yoga-silvia-bratenstein.de/,Leipziger Platz,Nürnberg,8,90491.0,DE,True
Pfitzenmeier Premium Resort mit AquaDome,,8.1680961,49.3390687,"Mo,We 06:00-23:30; Tu,Th,Fr 08:30-23:30; Sa,Su,PH 09:00-22:00",,https://www.pfitzenmeier.de/neustadt/,Le Quartier-Hornbach,Neustadt an der Weinstraße,31,67433.0,DE,True
Fitplus-Club,,8.7884166,47.7658553,Mo-Su 06:00-23:00,,,Hohentwielstraße,Hilzingen,,78247.0,DE,True
,fitness,14.4384182,51.8134967,,,,Hängebürcke,Teichland,,3185.0,DE,True
Hatha Vinyasa Parampara Yoga,yoga,8.2654275,49.9969923,,,https://hathavinyasa.de/,Emmerich-Josef-Straße,Mainz,2;2a;4,55116.0,DE,True
La Vita Fitness für Frauen,,7.785538,51.9804061,"Mo 08:00-21:30; Tu 08:00-12:30,15:30-21:30; We 08:30-21:30; Th 08:30-12:30,15:30-21:30; Fr 08:00-12:30,14:30-20:30; Sa 10:00-14:30; Su 10:00-14:00",,https://www.frauenfitness-telgte.de/,Wolbecker Straße,Telgte,4,48291.0,DE,True
Mahadevi Yoga,yoga,9.277061,49.8529144,,,https://www.mahadevi-yoga.de,Bayernstraße,Hobbach,72,63863.0,DE,True
,fitness,10.8337111,51.5667637,,,,Burgstraße,Harztor,,99768.0,DE,True
,fitness,11.0607688,49.7235748,,,,Birkenfelderstraße,Forchheim,,91301.0,DE,True
,fitness,7.0445357,50.6212639,,,,Elserweg,Meckenheim,,53340.0,DE,True
,fitness,7.0444894,50.6212899,,,,Elserweg,Meckenheim,,53340.0,DE,True
,fitness,7.0445464,50.6213197,,,,Elserweg,Meckenheim,,53340.0,DE,True
,fitness,7.0445826,50.6212856,,,,Elserweg,Meckenheim,,53340.0,DE,True
,fitness,7.0445819,50.6213039,,,,Elserweg,Meckenheim,,53340.0,DE,True
,fitness,7.0444753,50.6213205,,,,Elserweg,Meckenheim,,53340.0,DE,True
Fitness First,,10.061476,53.5704862,"Mo-We 07:00-23:00; Th,Fr 07:00-22:00; PH,Sa,Su 10:00-21:00",,,Wandsbeker Marktstraße,Hamburg,2,22041.0,DE,True
actiwita Vitalstudio,fitness,7.0162199,50.6430735,,,https://www.actiwita.de/meckenheim,Mühlgrabenstraße,Meckenheim,27,53340.0,DE,True
Fitness Varol,fitness,10.0007375,48.386775,24/7,,https://www.fitness-varol.de/,Baumgartenstraße,Neu-Ulm,5,89231.0,DE,True
Liegezug,fitness,11.0455555,49.7470309,,,,Zur Staustufe,Forchheim,,91301.0,DE,True
,fitness,9.705817,50.56131,,,,Am Pfaffenpfad,Petersberg,,36100.0,DE,True
MediFit Cottbus,,14.3405184,51.7484324,,,https://medi-fit-cottbus.de/reha-sport/rehasport/,Parzellenstraße,Cottbus,68,3050.0,DE,True
Fitness-Oase,,11.7684066,52.319173,,,,Tangermünder Straße,Rogätz,,39326.0,DE,True
,fitness,7.8631559,52.7905383,,,,Barfußpfad,Lastrup,,49688.0,DE,True
,fitness,7.8629291,52.7902479,,,,Barfußpfad,Lastrup,,49688.0,DE,True
,fitness,7.8627072,52.7902276,,,,Barfußpfad,Lastrup,,49688.0,DE,True
Kurvenstar by Katarina Witt,,13.0738217,52.4036315,"Mo-Fr 09:00-21:00; Th 13:00-21:00; Sa 10:00-14:00; PH,Su off",+49 331 237 05900,,Schiffbauergasse,Potsdam,15,14467.0,DE,True
Wellway Sports,,10.9682986,49.5846245,Mo-Fr 07:00-22:00; Sa 08:00-18:00; Su 10:00-18:00,,https://www.wellwaysports.com,Frauenauracher Straße,Erlangen,61,91056.0,DE,True
Enjoy Fitness Club,,9.3073499,49.1519636,24/7,,https://studio-enjoy.de/fitness-studio-ellhofen.html,Abtsäckerstraße,Weinsberg (Kernstadt),11,74248.0,DE,True
,fitness,9.2219661,48.8045465,,,,Waiblinger Straße,Stuttgart,,70372.0,DE,True
,fitness,9.2218301,48.8045398,,,,Waiblinger Straße,Stuttgart,,70372.0,DE,True
Enjoy Fitness Club,,9.358253,49.1411295,24/7,,https://studio-enjoy.de,Max-Eyth-Straße,Willsbach,3,74182.0,DE,True
No Limit,,13.0224056,48.2674821,Mo-Fr 09:00-12:00; Mo-Th 17:00-21:00; Fr 17:00-20:00; Sa 10:00-12:00; Su off,,https://fitness-nolimit.de/,Simon-Breu-Straße,Simbach,10,84359.0,DE,True
TELO Pilates,pilates,8.2641644,50.002643,,,https://www.telopilates.com/,Neubrunnenstraße,Mainz,13,55116.0,DE,True
Gym Lounge,fitness,14.3387225,51.7577612,"Mo-Fr 06:00-22:00; Sa,Su 09:00-18:00",+49 355 3830043,,Franz-Mehring-Straße,Cottbus,62,3046.0,DE,True
Naturheilpraxis DEINE ZEIT ULM,yoga,9.9899273,48.3956437,,,https://www.deine-zeit-ulm.de/,Auf der Insel,Ulm,,89073.0,DE,True
Clever fit,fitness,8.4531051,49.5495127,,,https://www.clever-fit.com/de-de/fitnessstudio-in-der-naehe/clever-fit-mannheim-sandhofen/,Viernheimer Weg,Mannheim,56-60,68307.0,DE,True
,fitness,9.6641952,50.5427015,,,,Sebastian-Kneipp-Weg,Fulda,,36041.0,DE,True
Armfahrrad,fitness,9.6645538,50.5425285,,,,Sebastian-Kneipp-Weg,Fulda,,36041.0,DE,True
Duplex Schultertrainer,fitness,9.6642675,50.5425596,,,,Sebastian-Kneipp-Weg,Fulda,,36041.0,DE,True
Beintrainer,fitness,9.6641242,50.5428229,,,,Sebastian-Kneipp-Weg,Fulda,,36041.0,DE,True
Ganzkörpertrainer,fitness,9.6641042,50.543052,,,,Sebastian-Kneipp-Weg,Fulda,,36041.0,DE,True
Rücken-Massage-Gerät,fitness,9.6639568,50.5431595,,,,Sebastian-Kneipp-Weg,Fulda,,36041.0,DE,True
Rückentrainer,fitness,9.6638345,50.5433027,,,,Sebastian-Kneipp-Weg,Fulda,,36041.0,DE,True
Beweglichkeitstrainer,fitness,9.6640033,50.542977,,,,Sebastian-Kneipp-Weg,Fulda,,36041.0,DE,True
FitX Deutschland GmbH,fitness,6.8648959,51.4845623,,,https://www.fitx.de/fitnessstudios/oberhausen-marienviertel,Mülheimer Straße,Oberhausen,14-18,46049.0,DE,True
