@id,check_date:opening_hours,contact:city,contact:housenumber,contact:phone,contact:postcode,contact:street,leisure,name,official_name,opening_hours,ref:FR:SIRET,website,longitude,latitude,brand,brand:wikidata,contact:facebook,sport,access:covid19,addr:housenumber,addr:street,contact:instagram,contact:youtube,description,description:covid19,email,mobile,old_name,personal_trainer,sauna,start_date,wheelchair,website:booking,source,source:opening_hours,note,addr:city,addr:postcode,phone,sport_1,sport_2,contact:website,name:en,check_date,addr:country,internet_access,wikidata,addr:housename,operator,closed:name,closed:shop,fitness_station,name:ca,survey:date,access,brand:wikipedia,opening_hours:signed,addr:state,contact:email,postal_code,was:name,blind,check_date:currency:XBT,currency:XBT,payment:lightning,payment:lightning_contactless,payment:onchain,branch,swimming_pool,contact:country,addr:place,entrance,operator:type,description:en,brand:website,furniture,note:fr,level,payment:american_express,payment:cash,payment:maestro,payment:mastercard,payment:visa,stroller,wheelchair:entrance_width,wheelchair:step_height,fee,disused:office,ref:FR:NAF,shop,name:fr,contact:fax,ref:FR:SIREN,ref,short_name,source:ref:FR:SIRET,dance:style,dance:teaching,url,was:craft,was:description,direction,information,tourism,disused:tourism,opening_hours:reception,was:shop,not:brand:wikidata,wikipedia,facebook,ref:FR:sport_equip,alt_name,dispensing,fixme,ref:FR:FINESS,height:threshold,disused:leisure,image,air_conditioning,payment:visa_electron,charge,min_age,playground,recycling:computers,source:addr,source:addr:housenumber:ref,source:addr:version,contact:twitter,operator:wikidata,capacity,surface,layer,manufacturer,panoramax,name:br,source:name:br,name:pl,female,amenity,delivery:covid19,organic,payment:apple_pay,payment:diners_club,payment:jcb,mapillary,disused:shop,contact:unit,currency:EUR,payment:debit_cards,hammam,network,ref:FR:CRTA,source:position,lit,opening_hours:covid19,fax,material,model,club,backrest,fitness_station:elliptical_trainer,fitness_station:sit-up,disused,toilets,toilets:access,capacity:covid19,safety:mask:covid19,was:clothes,yoga,smoking,location,ref:vatin,roof:shape,ref:FR:MontfortCommunaute:OC,opening_date,name:de,contact:tiktok,shower,payment:cheque,payment:coins,payment:notes,colour,height,length,width,payment:contactless,payment:credit_cards,payment:google_pay,male,contact:mobile,long_name,leisure:for,healthcare,contact:place,contact:foursquare,contact:linkedin,ele,healthcare:speciality,membership,max_age,wikimedia_commons,inscription,fitness_station:horizontal_bar,fitness_station:horizontal_ladder,baby,disused:fitness_station,operator:ref:FR:SIREN,source:url,parcel_pickup,parcel_receiving,children,cafe,beauty,addr:floor,twitter,minheight,reservation,bar,not:name,was:leisure,route,distance,fitness_station:fly,fitness_station:pull_down,fitness_station:ab_twist,fitness_station:leg_press,fitness_station:leg_stretching,fitness_station:ski_swing,fitness_station:stepper,fitness_station:push-up,outdoor,internet_access:fee,fitness_station:captains_chair,fitness_station:rings,fitness_station:tire,fitness_station:wall_bars,picture,addr:full,ref:FR:DataES,owner,owner:type,source:image,payment:app,payment:cards,payment:mastercard_contactless,payment:visa_debit,bench,strapline,mode,instagram,office,source:date,map_size,map_type,payment:cb,payment:paypal,ref:FR:sport_inst,indoor,outdoor_seating,image:2,opening_hours:url,addr:block,website:fr,community_centre,workshop,building,access_simple
node/11372865047,,,,,,,fitness_centre,CrossFit Viniacius,,Mo-Fr 08:15-20:00; Sa 10:00-13:00,,,3.0753944,43.1982648,,,,crossfit,,58,Route d'Armissan,,,,,,,,,,,,,,,,Vinassan,11110,+33 7 85 39 92 87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11373069400,,,,,,,fitness_centre,CrossFit Saint Etienne,,"Mo-Fr 09:00-14:00,17:00-21:00",,https://crossfitsaintetienne.fr/,4.412579,45.4310999,,,,crossfit,,27B,Rue de Terrenoire,,,,,,,,,,,,,,,,Saint-Étienne,42100,+33 6 63 94 75 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11373307565,,,,,,,fitness_station,,,,,,4.781659,46.240721,,,,fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sit-up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11373307566,,,,,,,fitness_station,,,,,,4.781722,46.2407003,,,,fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11373307567,,,,,,,fitness_station,,,,,,4.781669,46.2406492,,,,fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,horizontal_bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11373307568,,,,,,,fitness_station,,,,,,4.7816933,46.2406919,,,,fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11373343869,,,,,,,fitness_station,,,,,,4.7816093,46.2407469,,,,fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,exercise_bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11373343870,,,,,,,fitness_station,,,,,,4.7816734,46.2407974,,,,fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11373343871,,,,,,,fitness_station,,,,,,4.7816745,46.240588,,,,fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11375554552,,,,,,,fitness_centre,Basic-Fit,,,,,2.033568,49.0574243,Basic-Fit,Q40165577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11377676763,,,,,,,fitness_centre,Fitness Club Concept,,,,,7.1817307,48.2434376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11377825477,,,,,,,fitness_centre,Club de fitness,,,,,1.9783807,50.852782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11377868976,,,,,,,fitness_centre,Espace fitness,,,,,4.9784963,45.7631722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11378058915,,,,,,,fitness_centre,Fitness Park,,,,,-0.6600212,44.8320085,Fitness Park,Q102351191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11379207328,,,,,,,fitness_station,,,,,,4.7823076,46.2400201,,,,fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,exercise_bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11379652070,,,,,,,fitness_centre,Cross Training Club Saint Etienne Sud,,Mo-Fr 08:30-21:00; Sa 09:30-12:00,,https://crosstrainingclub.fr/,4.4025814,45.4148194,,,,crosstraining,,52,Rue Gutenberg,,,,,,,,,,,,,,,,Saint-Étienne,42100,+33 7 64 45 29 28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11379713773,,,,,,,fitness_centre,100% CrossFit,,Mo-Fr 07:00-21:00; Sa 09:00-12:00,,https://100pourcentcrossfit.fr/,4.2710982,45.5213784,,,,crossfit,,18,Rue Barthélémy Thimonnier,,,,,,,,,,,,,,,,Saint-Just-Saint-Rambert,42170,+33 4 77 83 88 87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11380120825,,,,,,,fitness_station,,,,,,0.1244839,49.4891401,,,,fitness,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-25,,,,,,,,push-up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11380120826,,,,,,,fitness_station,,,,,,0.1245328,49.4890944,,,,fitness,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-25,,,,,,,,parallel_bars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11380846084,,,,,,,fitness_centre,Fitness Park,,Mo-Su 06:00-22:00,,https://www.fitnesspark.fr/club/bayonne-ametzondo/?utm_medium=Local_Inventory&utm_source=GMB&utm_campaign=Saint-Pierre-d%27Irube-Ametzondo&utm_content=Yext,-1.4439362,43.4801044,Fitness Park,Q102351191,,,,2,Avenue du Portou,,,,,,,,,,,yes,,,,,Saint-Pierre-d'Irube,64990,+33975875899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11381058398,,,,,,,fitness_centre,CrossFit Vallée du Gier,,,,,4.5733418,45.510961,,,,crossfit,,21,Rue Adèle Bourdon,,,,,,,,,,,,,,,,Lorette,42420,+33 6 64 92 16 07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11381248223,,,,,,,fitness_station,,,,,,2.8012971,49.3999932,,,,fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11381248226,,,,,,,fitness_station,,,,,,2.8012411,49.3999808,,,,fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hyperextension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11381248227,,,,,,,fitness_station,,,,,,2.8011988,49.4000041,,,,fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11381248229,,,,,,,fitness_station,,,,,,2.8011303,49.3999808,,,,fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,air_walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11381248230,,,,,,,fitness_station,,,,,,2.8012477,49.4000289,,,,fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,air_walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11381248231,,,,,,,fitness_station,,,,,,2.8011845,49.3999595,,,,fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,elliptical_trainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11383451469,,,,,,,fitness_centre,CrossFit Cuers,,,,,6.0702587,43.2261295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11384489747,,,,,,,fitness_centre,L'Orange Bleue,,Mo-Su 06:00-23:00,,,5.3457915,45.8982161,L'Orange Bleue,Q3204640,,fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11384747369,,,,,,,fitness_centre,StayFit,,Mo-Th 09:00-22:00; Fr 07:30-20:30; Sa 09:00-16:00; Su 09:00-13:00,,https://www.stayfit.fr/,2.3124997,48.7777047,,,,,,21,Rue André Theuriet,,,,,,,,,,,,,,,,,92340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STAY FIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11387420716,,,,,,,,Basic Fit,,Mo-Fr 06:00-22:30; Sa-Su 09:00-19:00,,https://basic-fit.com/,0.5894619,43.6494186,,,,fitness,,,Rue de Lorraine,,,,,,,,,,,,,,,,Auch,32000,,,,,,,,,,,Basic Fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11387527897,2024-04-30,,,,,,fitness_centre,KeepCool,,Mo-Su 06:00-23:00,,,-1.5512776,47.2107976,KeepCool,Q100146251,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11388487566,,,,,,,fitness_centre,Basic-Fit,,,,https://www.basic-fit.com/fr-fr/clubs/basic-fit-caen-rue-de-la-falaise--b7ed234576ab42809800ce459c0fedb1.html,-0.3424846,49.1537678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11390432255,,,,,,,fitness_station,,,,,,0.1880591,48.1157386,,,,fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11390432256,,,,,,,fitness_station,,,,,,0.1882012,48.1157748,,,,fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11390432257,,,,,,,fitness_station,,,,,,0.1882079,48.1158688,,,,fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11390525736,2024-06-06,,,,,,fitness_centre,Antropos Crossfit,,,,https://antroposcrossfit.com/,4.8374887,45.7340549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11393130225,,,,,,,fitness_centre,La Pointure,,,,,2.9917282,50.46669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11393621102,,,,,,,fitness_centre,Gigagit,,,,,-1.9895847,48.624451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
